FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription
976,976,6,0,Soup. chicken vegetable. dehydrated
979,979,6,30,Soup. consomme. dehydrated
981,981,6,0,Soup. minestrone. dehydrated
982,982,6,0,Soup. mushroom. dehydrated
983,983,6,0,Soup. oxtail. dehydrated
984,984,6,0,Soup. pea. green or split. dehydrated
985,985,6,0,Soup. tomato. dehydrated
986,986,6,30,Soup. tomato vegetable. dehydrated
987,987,6,30,Soup. vegetable beef. dehydrated
988,988,6,0,Soup. cream. vegetable. dehydrated
994,994,6,0,Sauce. Stroganoff. dehydrated
997,997,6,0,Sauce. teriyaki. ready-to-serve
999,999,6,0,Gravy. au jus. canned
1000,1000,6,0,Gravy. au jus. dehydrated
1001,1001,6,0,Gravy. beef. canned
1002,1002,6,0,Gravy. beef. dehydrated
1003,1003,6,0,Gravy. chicken. canned
1004,1004,6,0,Gravy. chicken. dehydrated
1005,1005,6,0,Gravy. mushroom. canned
1006,1006,6,0,Gravy. mushroom. dehydrated
1007,1007,6,0,Gravy. onion. dehydrated
1008,1008,6,0,Gravy. pork. dehydrated
1009,1009,6,0,Gravy. turkey. canned
1010,1010,6,0,Gravy. turkey. dehydrated
1011,1011,6,0,Gravy. unspecified. dehydrated
1012,1012,6,0,Soup. chicken noodle. dehydrated
1017,1017,6,0,Sauce. barbecue. ready-to-serve
1025,1025,6,0,Sauce. salsa. ready-to-serve
1026,1026,6,0,Sauce. white. thin. 2% milk. homemade
1027,1027,6,0,Sauce. white. medium. 2% milk. homemade
1028,1028,6,0,Sauce. white. thick. homemade
1029,1029,6,0,Sauce. pepper or hot. ready-to-serve
1030,1030,6,0,Sauce. pepper. TABASCO. ready-to-serve
1046,1046,6,0,Soup. cream. asparagus. canned. condensed. water added
1047,1047,6,38,Soup. bean with bacon. canned. condensed. water added
1049,1049,6,0,Soup. beef noodle. canned. condensed. water added
1050,1050,6,38,Soup. cream. celery. canned. condensed. water added
1051,1051,6,38,Soup. cheddar cheese. canned. condensed. water added
1052,1052,6,38,Soup. broth. chicken. canned. condensed. water added
1053,1053,6,38,Soup. cream. chicken. canned. condensed. water added
1054,1054,6,0,Soup. chicken gumbo. canned. condensed. water added
1055,1055,6,38,Soup. chicken noodle. canned. condensed. water added
1056,1056,6,38,Soup. chicken rice. canned. condensed. water added
1057,1057,6,0,Soup. chicken vegetable. canned. condensed. water added
1060,1060,6,38,Soup. broth (consomme). beef. canned. condensed. water added
1061,1061,6,0,Soup. minestrone. canned. condensed. water added
1062,1062,6,0,Soup. mushroom barley. canned. condensed. water added
1063,1063,6,0,Soup. cream. mushroom. canned. condensed. water added
1064,1064,6,0,Soup. onion. canned. condensed. water added
1065,1065,6,0,Soup. cream. onion. canned. condensed. water added
1067,1067,6,0,Soup. cream. potato. canned. condensed. water added
1068,1068,6,30,Soup. scotch broth. canned. condensed. water added
1071,1071,6,0,Soup. tomato rice. canned. condensed. water added
1075,1075,6,38,Soup. vegetable with beef broth. canned. condensed. water added
1076,1076,6,0,Soup. cream. asparagus. dehydrated. water added
1077,1077,6,0,Soup. bean with bacon. dehydrated. water added
1078,1078,6,0,Soup. broth. beef. dehydrated. water added
1079,1079,6,0,Soup. broth. beef. cubed. dehydrated. water added
1080,1080,6,30,Soup. beef noodle. dehydrated. water added
1081,1081,6,0,Soup. cauliflower. dehydrated. water added
1082,1082,6,0,Soup. cream. celery. dehydrated. water added
1083,1083,6,0,Soup. broth. chicken. dehydrated. water added
1084,1084,6,0,Soup. broth. chicken. cubed. dehydrated. water added
1085,1085,6,0,Soup. cream. chicken. dehydrated. water added
1086,1086,6,0,Soup. chicken rice. dehydrated. water added
1087,1087,6,0,Soup. chicken vegetable. dehydrated. water added
1088,1088,6,0,Soup. consomme. dehydrated. water added
1089,1089,6,0,Soup. leek. dehydrated. water added
1090,1090,6,0,Soup. minestrone. dehydrated. water added
1091,1091,6,30,Soup. mushroom. dehydrated. water added
1092,1092,6,0,Soup. oxtail. dehydrated. water added
1093,1093,6,0,Soup. pea. green or split. dehydrated. water added
1094,1094,6,0,Soup. tomato. dehydrated. water added
1095,1095,6,30,Soup. tomato vegetable. dehydrated. water added
1096,1096,6,30,Soup. vegetable beef. dehydrated. water added
1097,1097,6,0,Soup. cream. vegetable. dehydrated. water added
1108,1108,6,0,Soup. chicken noodle. dehydrated. water added
1116,1116,6,3,Soup. pea. green. canned. condensed
1117,1117,6,38,Soup. split pea with ham. ready-to-serve
1118,1118,6,0,Soup. split pea with ham. canned. condensed
1119,1119,6,38,Soup. vegetable with beef (and barley). canned. condensed
1120,1120,6,3,Soup. onion. dehydrated
1121,1121,6,38,Soup. tomato. canned. condensed
1124,1124,6,3,Soup. pea. green. canned. condensed. water added
1125,1125,6,0,Soup. split pea with ham. canned. condensed. water added
1126,1126,6,38,Soup. vegetable with beef (and barley). canned. condensed. water added
1127,1127,6,3,Soup. onion. dehydrated. water added
